GM_NAAM,GM_CODE,AANT_INW,city_name,separation,intensity,scale,scale_rel,share_NW_c,Gini,aspect_ratio,aspect_ratio_fin
Dalfsen,GM0148,28070,Dalfsen,0,0,0,0,0.0106836827711941,0.24,1.28143574135955,1.31608719646799
De_Marne,GM1663,10088,De_Marne,60.377358490566,5.74862992582022,182,1.87570854374936,0.010924456353705,0.25,0.548906797151631,1.82180290932662
Kollumerland_en_Nieuwkruisland,GM0079,12872,Kollumerland en Nieuwkruisland,71.0144927536232,3.51553345337103,1699,13.4926937738247,0.0109593392630241,0.23,0.767483376137265,1.31144220736084
Buren,GM0214,26348,Buren,0,0,0,0,0.0109860248447204,0.27,0.526294960967981,1.90007519388132
Dantumadiel,GM1891,18942,Dantumadiel,31.4009661835749,5.63076520836743,726,3.88942462230794,0.011089681774349,0.24,0.857961588140632,1.31375078383339
Bergeijk,GM1724,18342,Bergeijk,75.1243781094527,1.34821098053814,5795,32.0466736714041,0.0111154122656638,0.25,0.942615806135066,1.31550944882019
Renswoude,GM0339,5101,Renswoude,87.5,6.11323957661036,398,7.93460925039872,0.011164274322169,0.29,1.59403496279419,1.23743148732816
Zederik,GM0707,13842,Zederik,17.6470588235294,6.92350771980561,158,1.17019700785069,0.0113316545696933,0.26,0.96844500087266,1.3159848259285
Zwartewaterland,GM1896,22309,Zwartewaterland,39.5161290322581,4.36509769330557,828,3.78895346176726,0.011348556262298,0.25,0.954051881023687,1.31572310101474
Aalburg,GM0738,13067,Aalburg,50.3355704697987,3.88949511360898,919,7.17520299812617,0.0116333541536539,0.26,0.800069989380863,1.31233382642542
Sint_Anthonis,GM1702,11595,Sint Anthonis,59.8484848484849,5.46722536216264,980,8.65265760197775,0.0116546000353169,0.27,0.939183978226166,1.31544431940387
Zuidhorn,GM0056,18859,Zuidhorn,39.3518518518518,3.88489362583543,1281,6.93895238611126,0.0117003412599534,0.24,0.776222380684933,1.31168866591986
Hilvarenbeek,GM0798,15283,Hilvarenbeek,0,0,0,0,0.0122252655488008,0.26,0.927899593468763,1.31522676729206
Drimmelen,GM1719,26869,Drimmelen,23.98753894081,4.99857786064606,1132,4.32936857000803,0.012276743029793,0.25,1.0634471960155,1.31608719646799
Bergen_L,GM0893,13095,Bergen L,71.875,6.52601425705301,960,7.48888368827522,0.012481472813792,0.23,1.15699771297416,1.31608719646799
Cromstrijen,GM0611,12797,Cromstrijen,0,0,0,0,0.0125384433404305,0.27,0.947086922723108,1.31559359385883
Werkendam,GM0870,26844,Werkendam,17.6119402985075,5.54399278081802,636,2.4204597351195,0.0127492769066829,0.25,0.575805845330793,1.73669650648564
Giessenlanden,GM0689,14596,Giessenlanden,0,0,0,0,0.0128089105464671,0.29,0.861005079527384,1.31382000447116
Ooststellingwerf,GM0085,25540,Ooststellingwerf,63.7770897832817,4.84461791245748,2327,9.36117145385791,0.0129938048113283,0.24,0.817673164166912,1.31278591169215
Someren,GM0847,19036,Someren,51.0288065843621,4.63599194452585,1806,9.68468468468468,0.013030888030888,0.27,1.70767900131279,1.15393416017086
West_Maas_en_Waal,GM0668,18820,West Maas en Waal,0,0,0,0,0.0131165311653116,0.26,0.646280976493774,1.54731461449668
Strijen,GM0617,8785,Strijen,93.0434782608696,0.57237260930658,3832,43.7892812250029,0.013141355273683,0.25,1.04400528331331,1.31608719646799
Maasgouw,GM1641,23774,Maasgouw,34.8242811501597,5.17515740283025,937,4.09993874157697,0.013695633149558,0.24,1.26100714562672,1.31608719646799
Eijsden_Margraten,GM1903,25297,Eijsden Margraten,22.0588235294118,47.5309648009172,118,0.47605599709525,0.013716867712914,0.25,0.869957652850601,1.31402081252986
Dongeradeel,GM0058,23901,Dongeradeel,52.2012578616352,4.9363357502866,1925,8.34923664122137,0.0137925052047189,0.23,0.850502766495826,1.31357904689163
Elburg,GM0230,23026,Elburg,70.253164556962,1.12191437160219,8431,37.3764241698807,0.0140089550915458,0.23,1.09855435736121,1.31608719646799
Haaren,GM0788,13912,Haaren,0,0,0,0,0.0141020932794711,0.3,0.791045172166796,1.31209424881583
Veere,GM0717,21900,Veere,23.9864864864865,13.6868924646345,350,1.68674698795181,0.0142650602409638,0.26,0.9777085859777,1.31608719646799
Meerssen,GM0938,19072,Meerssen,86.0902255639098,1.26410858373048,10048,54.1262658909718,0.0143288084464555,0.27,1.3580959804521,1.31608719646799
Nederweert,GM0946,16864,Nederweert,71.8487394957983,2.35294564598441,3684,22.2396619378207,0.0143676426199818,0.24,0.754985063853019,1.32452951439405
Laarbeek,GM1659,21942,Laarbeek,57.9617834394904,3.16642643825574,3150,14.4449030127941,0.0143990461778328,0.25,0.783366145554116,1.31188605052162
Molenwaard,GM1927,29212,Molenwaard,36.4705882352941,3.13196691144273,2077,7.06174350605195,0.0144498844009247,0.27,0.550816536911865,1.81548652407291
Oirschot,GM0823,18499,Oirschot,88.3458646616541,1.17896061135407,9554,52.0597210113339,0.0144943330427201,0.26,1.02091445268265,1.31608719646799
Heeze_Leende,GM1658,15714,Heeze Leende,75.6637168141593,1.22690803502967,5375,34.5481424347603,0.0145262887260573,0.26,1.12419781806673,1.31608719646799
Voerendaal,GM0986,12462,Voerendaal,83.0508474576271,0.64782656262945,6765,55.7800131926121,0.014594327176781,0.25,0.955445012512086,1.31574877844132
Westerveld,GM1701,19084,Westerveld,45.3874538745387,26.9671729056251,210,1.13170942013365,0.0146044406122009,0.26,0.90986185432876,1.31486781003561
Onderbanken,GM0881,7865,Onderbanken,43.859649122807,8.94428894554837,195,2.53510140405616,0.0148205928237129,0.23,0.546644057637322,1.82934395065438
Neder_Betuwe,GM1740,23303,Neder Betuwe,51.6034985422741,4.40279909334638,1510,6.55951346655083,0.014900086880973,0.25,0.409752378127684,2.08111888111888
Schouwen_Duiveland,GM1676,33765,Schouwen Duiveland,56.2761506276151,2.29565868344564,7138,22.2992814745392,0.0149328334895345,0.28,0.527094175634798,1.89719417558668
Dinkelland,GM1774,26244,Dinkelland,50.2604166666667,7.82989752795586,1562,6.07569333696371,0.0149364035940721,0.24,1.03905867585164,1.31608719646799
Borsele,GM0654,22688,Borsele,0,0,0,0,0.0149931224209078,0.24,0.819699332788007,1.31283670170662
Hellendoorn,GM0163,35772,Hellendoorn,43.796992481203,9.08798982258643,919,2.59223739140246,0.0150062055737334,0.23,0.89837351618539,1.3146316742059
Ferwerderadiel,GM1722,8735,Ferwerderadiel,76.5625,2.5304908230331,1661,19.5572824679148,0.0150712351348169,0.25,0.731638713507967,1.36679481489618
Opsterland,GM0086,29718,Opsterland,50,2.42783584300433,4673,15.9455401624241,0.0152869719511362,0.25,0.679808827728023,1.47100178640234
Rucphen,GM0840,22345,Rucphen,63.4730538922156,1.75407365067694,5642,25.9521619135235,0.0153633854645814,0.25,0.982002740520761,1.31608719646799
Heerde,GM0246,18561,Heerde,0,0,0,0,0.0154005788870078,0.25,0.894932087860611,1.31455975766573
Eersel,GM0770,18554,Eersel,65.034965034965,5.66235877144929,1733,9.41694288974624,0.0155409444112372,0.31,1.58877458410744,1.24158568232793
Maasdriel,GM0263,24250,Maasdriel,44.6866485013624,3.17841359743282,3077,13.0785905555319,0.015599098907638,0.27,0.693632312470075,1.4416860085986
Winsum,GM0053,13596,Winsum,64.9038461538461,3.24365409734475,1917,14.4167857411446,0.0156426261562758,0.25,1.84032684400417,1.06951734023985
Horst_aan_de_Maas,GM1507,42139,Horst aan de Maas,45.8270106221548,5.22179321831859,4206,10.187966282337,0.0159626005232051,0.25,0.776263937379712,1.31168982465054
Ommen,GM0175,17531,Ommen,81.7204301075269,3.68881387713359,4193,24.0258996103598,0.0159867063946825,0.26,0.931296197803686,1.31529280518725
Bernheze,GM1721,30253,Bernheze,79.4491525423729,2.19756571741467,11786,39.9633798996338,0.0160043401600434,0.26,1.03428194408707,1.31608719646799
Sint_Michielsgestel,GM0845,28584,Sint Michielsgestel,14.8888888888889,7.32480360064556,447,1.59494754870477,0.0160565189466923,0.27,1.06158396657055,1.31608719646799
Hardenberg,GM0160,60211,Hardenberg,64.3459915611814,1.54466460984747,18016,30.5433584809697,0.0160718826820378,0.23,0.736621011759373,1.35755019750463
Wierden,GM0189,24225,Wierden,77.0025839793282,4.54860200524877,3516,14.6664998122888,0.0161431610561882,0.25,1.47434476527459,1.31608719646799
Hollands_Kroon,GM1911,47600,Hollands_Kroon,32.6666666666667,3.73332909682234,3464,7.46632180191831,0.0161655350792111,0.24,1.18132241934559,1.31608719646799
"Nuenen,_Gerwen_en_Nederwetten",GM0820,22866,Nuenen Gerwen en Nederwetten,39.8351648351648,3.72217250678327,1610,7.24083651900157,0.0163705869125252,0.27,1.65368394888936,1.19217480559662
Reusel_De_Mierden,GM1667,12908,Reusel De Mierden,71.2918660287081,1.6803354524622,2206,17.5804909148868,0.0166560408033152,0.24,1.45432366055304,1.31608719646799
Koggenland,GM1598,22522,Koggenland,0,0,0,0,0.0169881038211968,0.24,0.975622876618952,1.31608719646799
Nuth,GM0951,15305,Nuth,84.6153846153846,3.37389228596067,4425,29.1713362779353,0.0171402201859054,0.25,0.679809985279303,1.4709992816436
Putten,GM0273,24428,Putten,74.2092457420925,2.05651628096347,6690,27.965889139704,0.0171808377225984,0.29,0.695677916194463,1.43744680795713
Alphen_Chaam,GM1723,10058,Alphen Chaam,28.0701754385965,5.59007626234459,504,5.06991248365356,0.0172014887838245,0.27,0.599762156919014,1.66732760389054
Eemsmond,GM1651,15656,Eemsmond,47.8927203065134,6.88696238977982,1158,7.68567067100285,0.0173226256056281,0.25,0.715842516582254,1.39695530348552
Olst_Wijhe,GM1773,17957,Olst Wijhe,74.8366013071895,3.65316568372585,4705,26.6602447869447,0.01733907524932,0.26,1.50353596486499,1.31295150837661
Drechterland,GM0498,19384,Drechterland,36.6071428571429,2.8743801323802,1338,6.95390052492074,0.0174627098383659,0.25,0.929548191574897,1.31525888015157
Opmeer,GM0432,11420,Opmeer,33.1658291457286,3.72929664596718,805,7.0881394734525,0.0175222329840626,0.24,1.21476046537554,1.31608719646799
Landerd,GM1685,15332,Landerd,13.0597014925373,21.0641672732815,100,0.65685759327377,0.0176037834997372,0.27,1.0455637311381,1.31608719646799
Berkelland,GM1859,44238,Berkelland,0,0,0,0,0.0176089831334245,0.23,0.737518879041458,1.35589749417626
Scherpenzeel,GM0279,9704,Scherpenzeel,20.1183431952663,7.41648520820866,151,1.57422852376981,0.0176188490408673,0.23,0.843182565796627,1.3134075474474
Noord_Beveland,GM1695,7382,Noord Beveland,47.9338842975207,1.57468662496353,1482,21.5814766273482,0.0176205038590359,0.25,0.486453806893351,2.05569364619905
Gemert_Bakel,GM1652,30024,Gemert Bakel,73.8878143133462,3.29279860520649,6172,21.0929223198114,0.0176685690851303,0.25,0.908179292550612,1.31483359940785
Bedum,GM0005,10479,Bedum,96.195652173913,1.74470782589741,4314,42.0222092343659,0.017923241768946,0.23,1.57668304374291,1.25123963009779
Schinnen,GM0962,12954,Schinnen,46.9565217391304,76.9471911163759,103,0.80714677533108,0.0180236658569077,0.25,0.840518966321914,1.31334440275353
Valkenburg_aan_de_Geul,GM0994,16440,Valkenburg aan de Geul,67.5675675675676,1.50627279371834,5608,34.326987819061,0.0181183815878068,0.26,0.713130427278773,1.40226803085081
Oldambt,GM1895,38108,Oldambt,0,0,0,0,0.0181282883079355,0.23,1.14440835045083,1.31608719646799
Sluis,GM1714,23658,Sluis,16.6666666666667,7.41778510161393,736,3.3195020746888,0.018130976005773,0.27,0.750691161056387,1.33210573385836
Nunspeet,GM0302,26892,Nunspeet,62.2406639004149,2.85236145781373,5843,22.1342525948936,0.0182589590120463,0.25,1.14037838635638,1.31608719646799
Hardinxveld_Giessendam,GM0523,17872,Hardinxveld Giessendam,57.5757575757576,3.25436362233421,1682,9.32217480463338,0.018289641412182,0.24,0.582423186682798,1.71696461072492
Neerijnen,GM0304,12344,Neerijnen,37.6106194690266,7.58535723078363,585,4.78723404255319,0.018494271685761,0.28,0.364583844776596,2.08111888111888
Roerdalen,GM1669,20700,Roerdalen,46.112600536193,4.5959049308961,1208,6.0180341752603,0.0185821750610272,0.24,0.589537092047965,1.69624611154855
Hattem,GM0244,12040,Hattem,56.1085972850679,1.56276116888192,2149,18.174898511502,0.018690798376184,0.28,1.03012871260403,1.31608719646799
Tynaarlo,GM1730,33280,Tynaarlo,12.2112211221122,54.395843951598,107,0.33206095025292,0.0188064426031095,0.27,0.959346603288275,1.31582029350891
Westvoorne,GM0614,14257,Westvoorne,65.3846153846154,3.7838601420992,2791,20.3381184872113,0.0189462945420097,0.33,0.879885947520517,1.31423872758794
Mook_en_Middelaar,GM0944,7775,Mook en Middelaar,53.1034482758621,3.89193232380911,265,3.51039872830839,0.0192078420982911,0.29,1.32378118657464,1.31608719646799
Geertruidenberg,GM0779,21504,Geertruidenberg,0,0,0,0,0.0192821956368754,0.25,0.711600594432402,1.40528269344355
Voorst,GM0285,24199,Voorst,72.9257641921397,3.0152578173543,4840,20.4176334106729,0.0193208183927441,0.25,1.78124817143268,1.10556203331309
De_Fryske_Marren,GM1940,51585,De Fryske Marren,58.1275720164609,6.27753530087941,3581,7.11815218255546,0.0193209827462828,0.25,0.824885752917069,1.31296557305938
Lingewaard,GM1705,46182,Lingewaard,24.8,3.46028242162879,2966,6.5781010889574,0.019406063563175,0.24,0.890320157313484,1.31446250902277
Bladel,GM1728,20063,Bladel,69.0104166666667,3.90144716261703,1571,7.9504048582996,0.0194331983805668,0.25,1.59970114935014,1.23298738382224
Losser,GM0168,22482,Losser,32.9545454545455,3.04705505260396,2580,11.7326057298772,0.0200090950432014,0.24,1.89632807790696,1.03742368704375
Bergen_NH,GM0373,29844,Bergen NH,39.0328151986183,5.25289518547586,828,2.86902286902287,0.02006237006237,0.34,2.07853572194086,0.944969705223948
Raalte,GM0177,36904,Raalte,88.9192886456908,3.37049600762483,12568,34.6665195564627,0.0201632923263639,0.24,1.0784446093663,1.31608719646799
Tytsjerksteradiel,GM0737,31963,Tytsjerksteradiel,60.7535321821036,30.4716164305161,610,1.94465697526141,0.0203073195613363,0.23,0.968775853638354,1.31599075072692
Stein,GM0971,25059,Stein,87.5494071146245,1.34256030067531,12286,49.7973411154345,0.0205090791180285,0.23,2.08699147960958,0.941071144034217
Berg_en_Dal,GM1945,34764,Berg en Dal,79.2805755395683,0.50258751590696,21741,64.5497461476797,0.0206347792523974,0.27,1.24013196730993,1.31608719646799
Kapelle,GM0678,12622,Kapelle,22.1789883268482,8.18554024077225,430,3.47615198059822,0.0207760711398544,0.24,1.17327578641114,1.31608719646799
Woensdrecht,GM0873,21837,Woensdrecht,9.8876404494382,6.56318192301405,287,1.3512877254108,0.0209520222232685,0.26,1.07975992842175,1.31608719646799
Beemster,GM0370,9205,Beemster,77.3869346733668,3.0116232561986,2433,25.724254599281,0.0210403890886022,0.28,1.03487044970144,1.31608719646799
Hulst,GM0677,27395,Hulst,31.2611012433393,10.2963108561029,513,1.92871644484548,0.0211670050379727,0.26,0.908592245244012,1.31484200748639
Tholen,GM0716,25527,Tholen,54.9618320610687,4.12763786668646,2111,8.55244500263339,0.0212291860794879,0.24,1.02377015485263,1.31608719646799
Leudal,GM1640,35878,Leudal,25.9757738896366,91.1367400687227,205,0.58884356867926,0.0213419888550583,0.24,0.997467619827828,1.31608719646799
Texel,GM0448,13545,Texel,74.5454545454545,4.28707765676387,2154,16.8044936807614,0.0214542050241847,0.27,1.46535407484086,1.31608719646799
Stadskanaal,GM0037,32252,Stadskanaal,61.2184249628529,10.6975270586203,2053,6.55073388640715,0.0214741544352265,0.23,1.05621661853127,1.31608719646799
Hof_van_Twente,GM1735,35011,Hof van Twente,77.4149659863946,3.55972792000086,10994,32.4086902691389,0.0216667157975414,0.27,0.709143534922519,1.41015175455172
Zundert,GM0879,21657,Zundert,76.7590618336887,6.12462803487612,4832,22.7206470118023,0.0220529458785912,0.28,0.947843534214183,1.31560775451958
Leek,GM0022,19643,Leek,72.7058823529412,3.11019542812283,3452,17.9212958155955,0.0220641677915065,0.25,1.29867200332681,1.31608719646799
Steenbergen,GM0851,23970,Steenbergen,35.5212355212355,3.77647308978126,1933,8.24025918663143,0.0220820189274447,0.25,0.727867638747516,1.37387616479386
Oudewater,GM0589,10187,Oudewater,67.84140969163,3.30742694308411,2114,20.8707671043538,0.0224108993977687,0.28,0.977360071501444,1.31608719646799
Súdwest_Fryslân,GM1900,84158,Súdwest Fryslân,67.4291938997821,2.74879897494417,24720,30.30637390121,0.0225091029460443,0.25,0.815641089337326,1.31273472018295
Deurne,GM0762,31933,Deurne,80.7042253521127,4.44275369590596,5716,18.2707367748122,0.0226945820680837,0.25,1.12799830904765,1.31608719646799
Oost_Gelre,GM1586,29634,Oost Gelre,74.7787610619469,3.38082255880024,6884,23.8027730714706,0.0234431727810241,0.23,0.743994796970779,1.34409542119321
Oud_Beijerland,GM0584,24015,Oud Beijerland,25.7657657657658,10.5490808797418,481,2.04047002927078,0.0235438849531243,0.25,1.26309358380824,1.31608719646799
Asten,GM0743,16714,Asten,85.8611825192802,3.62768402161588,5148,31.2378640776699,0.0236043689320388,0.26,0.958486056960911,1.31580456998117
Loon_op_Zand,GM0809,23093,Loon op Zand,67.5373134328358,2.47167944743918,5876,25.8945884011987,0.0236206592631764,0.25,0.964890075667095,1.31592090916968
Landgraaf,GM0882,37458,Landgraaf,49.4833524684271,2.43971058220587,7680,20.9036472509526,0.0237071311921611,0.23,0.988414428329556,1.31608719646799
Castricum,GM0383,35216,Castricum,32.8867235079172,3.38258569227211,3544,10.2724637681159,0.0237971014492753,0.28,0.586831805587776,1.70406578252586
Midden_Drenthe,GM1731,33399,Midden Drenthe,78.5987261146497,5.83721605910464,6360,19.5722418833667,0.0241575627019541,0.24,1.19911574662364,1.31608719646799
Peel_en_Maas,GM1894,43347,Peel en Maas,72.3032069970845,4.5149039771414,11157,26.1969053041865,0.0241611683768109,0.25,0.714779483068467,1.39903288173174
Overbetuwe,GM1734,47394,Overbetuwe,67.4624226348364,1.5573593545114,18592,40.151171579743,0.0244250080984774,0.25,0.664717710680538,1.50439800825557
Coevorden,GM0109,35286,Coevorden,84.9347568208778,5.58642244584031,8673,25.3071109684573,0.0245980566659858,0.26,1.44257168636203,1.31608719646799
Wijdemeren,GM1696,23447,Wijdemeren,26.7256637168142,4.38490033091368,2067,9.02383654937571,0.024666026368637,0.33,1.55979169133164,1.26497636189188
Montferland,GM1955,35316,Montferland,85.1461988304094,2.23382128670845,11927,34.5159890030386,0.0247431630733613,0.24,0.746017924816269,1.34045036551405
Nieuwkoop,GM0569,27914,Nieuwkoop,61.4814814814815,3.25956405074996,4121,15.1234907703035,0.0247715512495871,0.28,0.940711525976018,1.31547336797213
Echt_Susteren,GM1711,31815,Echt_Susteren,80.0514800514801,3.32758597630623,8779,28.4119227159455,0.0251464448687659,0.24,0.704929000961768,1.41858257872162
Lingewaal,GM0733,11158,Lingewaal,92.057761732852,2.78491770877175,1104,10.1657458563536,0.0255064456721915,0.26,0.733516700343608,1.36329547716032
Steenwijkerland,GM1708,43448,Steenwijkerland,77.1507863089732,4.59603507455838,5473,12.9247845082064,0.0255283976856771,0.25,0.865723523692571,1.3139263577701
Kaag_en_Braassem,GM1884,26374,Kaag en Braassem,66.7673716012085,2.7089074609435,6308,24.4268897149938,0.0256350681536555,0.27,0.686062982657334,1.45759212386987
Son_en_Breugel,GM0848,16626,Son en Breugel,55.9241706161137,5.29417521707711,1634,10.0104147521902,0.0258530907308705,0.27,0.622404893335443,1.60667117290971
Binnenmaas,GM0585,29122,Binnenmaas,36.4247311827957,75.3276726236808,171,0.5969628207366,0.0259731192180136,0.27,0.808571967648696,1.31255463218979
Lisse,GM0553,22717,Lisse,81.9897084048027,2.91635671659914,9427,42.3190878075058,0.0261716645717364,0.26,1.73207056952941,1.13744122702387
Weststellingwerf,GM0098,25608,Weststellingwerf,85.1622874806801,4.41789564669395,7393,30.0077119779194,0.0262613142833948,0.24,0.551119246331797,1.81448934446749
Harlingen,GM0072,15860,Harlingen,86.6004962779156,3.51441298927801,4847,31.6963117970181,0.02635364896678,0.27,1.2981695627903,1.31608719646799
Heumen,GM0252,16475,Heumen,86.0788863109049,1.64714632186858,7702,47.417349011882,0.0265345071723203,0.27,0.574833570848676,1.73963395791866
Aalten,GM0197,27047,Aalten,80.2008608321377,4.04836700451976,7634,29.1552092881149,0.0266193095019859,0.22,0.966943216356997,1.31595788151299
Schagen,GM0441,46193,Schagen,70.1652892561983,2.1037833279102,17031,37.7117424326299,0.0267930293837603,0.25,1.56642489969043,1.25954664164275
Brielle,GM0501,16833,Brielle,64.2201834862385,2.76675127476376,4524,27.9173094723851,0.0269052761493366,0.25,1.27659305577252,1.31608719646799
Noordwijkerhout,GM0576,16318,Noordwijkerhout,85.7471264367816,1.17381360679338,10066,62.5800435188063,0.027043829654958,0.28,1.1921969119906,1.31608719646799
Vught,GM0865,26183,Vught,72.9377713458755,3.74332148798729,5036,19.7211779448622,0.0270598370927318,0.35,0.96097985985936,1.31585005821946
Valkenswaard,GM0858,30516,Valkenswaard,44.1140024783147,5.33545556041226,3337,11.2300185091705,0.0271580010095911,0.26,1.33093541412443,1.31608719646799
Medemblik,GM0420,44058,Medemblik,56.7103109656301,8.94332948041661,5547,12.8159512037337,0.0282334457742248,0.25,0.617888388337103,1.61841526540296
Bloemendaal,GM0377,22826,Bloemendaal,44.7166921898928,5.70060467910621,1202,5.25395576536411,0.0285427047818865,0.45,2.35197302874821,0.833103750464979
Ermelo,GM0233,26590,Ermelo,82.8877005347594,1.96169276419429,10370,39.7150626172877,0.0286469304124698,0.27,0.678495050134039,1.47385010370002
Waterland,GM0852,17290,Waterland,39.0143737166324,4.6112145596804,1500,8.91901534070639,0.02895706980616,0.28,0.68018863804533,1.47018039418259
Laren,GM0417,11088,Laren,37.9746835443038,8.576342993968,210,1.93566227302055,0.0291271084892616,0.52,1.65033913965241,1.19462598804908
Reimerswaal,GM0703,22356,Reimerswaal,54.9450549450549,5.33659339634555,2487,11.4266023432116,0.0292671720652423,0.26,0.835093584987984,1.3132145399779
Geldermalsen,GM0236,26587,Geldermalsen,66.4499349804942,5.57254341775499,6566,25.3445014860848,0.0296830972324082,0.26,0.629809698580084,1.58778120161458
Beek,GM0888,15951,Beek,63.4042553191489,7.39057234716113,1146,7.30401529636711,0.0299553855959209,0.25,0.879241272837067,1.31422472709764
Moerdijk,GM1709,36944,Moerdijk,68.5372585096596,4.90723321517028,6943,19.3204585930543,0.0302482190560997,0.25,0.525502159714292,1.90294175107422
Zevenaar,GM0299,32379,Zevenaar,92.3399790136411,1.30821440296547,22007,70.1127819548872,0.0303619217535363,0.23,1.19279267590813,1.31608719646799
Heiloo,GM0399,22857,Heiloo,65.592972181552,4.86427415194932,3612,16.1271598874849,0.0304951556011965,0.28,0.93272880823017,1.3153205142582
Goirle,GM0785,23317,Goirle,74.9283667621777,1.58782933702113,4793,21.0154777042136,0.0306046389266453,0.26,0.779246779371999,1.31177267281657
Uitgeest,GM0450,13465,Uitgeest,48.5365853658537,2.6059591717697,2716,20.2762224710713,0.0306084359835759,0.24,1.00989887633459,1.31608719646799
Stede_Broec,GM0532,21552,Stede Broec,79.483282674772,2.58545406430705,8614,40.5154978599313,0.0309486853863882,0.23,0.890165596822923,1.31445923245954
Wijchen,GM0296,40876,Wijchen,90.9458367016977,2.01180271464874,21596,54.1959445894399,0.0310429632603894,0.25,0.75012474155197,1.33311160745218
Montfoort,GM0335,13866,Montfoort,66.2735849056604,7.20427635948523,1353,9.91790060108488,0.0310804867321507,0.26,0.737114886142541,1.35664062522626
Gennep,GM0907,17129,Gennep,72.0616570327553,4.87112191000775,3675,22.1532340707698,0.0312857917897401,0.24,1.33595820744913,1.31608719646799
Cranendonck,GM1706,20676,Cranendonck,53.8216560509554,6.0353635902525,1191,5.94370695678211,0.0313404531390358,0.24,1.35994562474166,1.31608719646799
Beuningen,GM0209,25424,Beuningen,76.0509554140127,4.71468094160366,6701,26.9105658407293,0.0315248383599052,0.25,0.645992126137831,1.54800648419457
Barneveld,GM0203,56376,Barneveld,64.9829738933031,9.740717531121,8318,14.9378636592199,0.0316428417498742,0.27,0.682635898229484,1.46490977487947
Noordwijk,GM0575,25867,Noordwijk,41.0383189122373,6.59314864647067,2237,8.75640975457001,0.0316671233412925,0.34,1.40291276807911,1.31608719646799
